,turnId,pointId,time [ns],lat [deg],lon [deg],speed [mps],steer_angle [deg],x [m],y [m]
0,2,0,95000000000.0,35.18318396852895,-97.43649999870429,10.133513185914104,16.7,85.05038112862779,91.7115591902251
1,2,1,95010000000.0,35.1831844293249,-97.4364990572932,10.135445556051101,16.7,84.96538380172365,91.76249557481512
2,2,2,95020000000.0,35.183184897214474,-97.43649811251494,10.137615030353858,16.7,84.88008246201626,91.81421608795404
3,2,3,95030000000.0,35.18318539428071,-97.43649715388719,10.140759735131052,16.7,84.79353069156717,91.86916178999496
4,2,4,95040000000.0,35.18318589134695,-97.43649619525944,10.143904439908248,16.7,84.70697892111808,91.92410749203589
5,2,5,95050000000.0,35.18318638841319,-97.4364952366317,10.147049144685443,16.7,84.62042715195206,91.97905319407681
6,2,6,95060000000.0,35.18318688547943,-97.43649427800395,10.150193849462637,16.7,84.53387538150297,92.03399889611774
7,2,7,95070000000.0,35.18318738254567,-97.4364933193762,10.153338554239832,16.7,84.44732361105389,92.08894459815866
8,2,8,95080000000.0,35.18318787961191,-97.43649236074846,10.156483259017028,16.7,84.36077184188787,92.14389030019959
9,2,9,95090000000.0,35.183188376678146,-97.43649140212071,10.159627963794224,16.7,84.27422007143878,92.19883600224051
10,2,10,95100000000.0,35.183188873744385,-97.43649044349296,10.162772668571417,16.7,84.18766830098969,92.25378170428144
11,2,11,95110000000.0,35.183189370810624,-97.43648948486522,10.165917373348613,16.7,84.10111653182365,92.30872740632236
12,2,12,95120000000.0,35.18318986787686,-97.43648852623747,10.169062078125808,16.762213961659874,84.01456476137457,92.36367310836329
13,2,13,95130000000.0,35.1831903649431,-97.43648756760973,10.172206782903004,16.8,83.92801299220855,92.41861881040421
14,2,14,95140000000.0,35.18319086200934,-97.43648660898198,10.175351487680198,16.8,83.84146122175946,92.47356451244514
15,2,15,95150000000.0,35.18319135907558,-97.43648565035423,10.178496192457393,16.8,83.75490945131037,92.52851021448606
16,2,16,95160000000.0,35.18319185614182,-97.43648469172649,10.181640897234589,16.737877578812874,83.66835768214435,92.58345591652699
17,2,17,95170000000.0,35.18319235320806,-97.43648373309874,10.184785602011782,16.7,83.58180591169526,92.63840161856791
18,2,18,95180000000.0,35.183192850274295,-97.43648277447099,10.187930306788978,16.780424863097664,83.49525414124616,92.69334732060884
19,2,19,95190000000.0,35.18319334734054,-97.43648181584325,10.191075011566173,16.8,83.40870237208014,92.7482930234352
20,2,20,95200000000.0,35.18319384440678,-97.4364808572155,10.194219716343369,16.8,83.32215060163105,92.80323872547612
21,2,21,95210000000.0,35.18319434147302,-97.43647989858775,10.197364421120563,16.8,83.23559883118197,92.85818442751705
22,2,22,95220000000.0,35.183194835998414,-97.43647895632297,10.199495596674103,16.8,83.15052442715778,92.91284926466446
23,2,23,95230000000.0,35.18319532777008,-97.43647803179225,10.200528317158808,16.8,83.06705118024014,92.96720970453208
24,2,24,95240000000.0,35.18319581954174,-97.43647710726154,10.201561037643513,16.8,82.98357793460553,93.02157014361427
25,2,25,95250000000.0,35.183196311313395,-97.43647618273081,10.202593758128216,16.8,82.90010468768789,93.07593058269646
26,2,26,95260000000.0,35.18319680308505,-97.43647525820009,10.203626478612922,16.8,82.81663144077024,93.13029102177865
27,2,27,95270000000.0,35.18319729485671,-97.43647433366938,10.204659199097627,16.8,82.73315819513563,93.18465146086083
28,2,28,95280000000.0,35.18319778662838,-97.43647340913866,10.205691919582332,16.8,82.649684948218,93.23901190072846
29,2,29,95290000000.0,35.183198278400035,-97.43647248460793,10.206724640067035,16.8,82.56621170130033,93.29337233981065
30,2,30,95300000000.0,35.18319877017169,-97.43647156007722,10.20775736055174,16.8,82.48273845566574,93.34773277889283
31,2,31,95310000000.0,35.18319926194335,-97.4364706355465,10.208790081036446,16.8,82.39926520874809,93.40209321797502
32,2,32,95320000000.0,35.18319975371501,-97.43646971101577,10.20982280152115,16.8,82.31579196183043,93.45645365705721
33,2,33,95330000000.0,35.183200245486674,-97.43646878648507,10.210855522005856,16.8,82.23231871619585,93.51081409692483
34,2,34,95340000000.0,35.18320073725833,-97.43646786195434,10.21188824249056,16.8,82.14884546927819,93.56517453600702
35,2,35,95350000000.0,35.18320122902999,-97.43646693742362,10.212920962975264,16.8,82.06537222236054,93.61953497508921
36,2,36,95360000000.0,35.18320172080165,-97.43646601289291,10.21395368345997,16.8,81.98189897672594,93.6738954141714
37,2,37,95370000000.0,35.183202212573306,-97.43646508836218,10.214986403944675,16.829780839050276,81.89842572980828,93.72825585325359
38,2,38,95380000000.0,35.18320270434497,-97.43646416383146,10.216019124429378,16.85600792460174,81.81495248289065,93.78261629312121
39,2,39,95390000000.0,35.18320319611663,-97.43646323930075,10.217051844914083,16.85330961486042,81.73147923725604,93.8369767322034
40,2,40,95400000000.0,35.18320368788829,-97.43646231477003,10.218084565398788,16.9,81.64800599033839,93.89133717128558
41,2,41,95410000000.0,35.183204179659946,-97.4364613902393,10.219117285883494,16.9,81.56453274342074,93.94569761036777
42,2,42,95420000000.0,35.183204685434845,-97.43646044023686,10.219589912769985,16.9,81.47875972735645,94.00160596773588
43,2,43,95430000000.0,35.18320527361193,-97.43645934034569,10.216766662743723,16.9,81.37945368548912,94.06662306298585
44,2,44,95440000000.0,35.18320586178902,-97.43645824045454,10.213943412717459,16.9504461173241,81.28014764490487,94.13164015823583
45,2,45,95450000000.0,35.18320644996611,-97.43645714056339,10.211120162691195,17.0,81.1808416043206,94.1966572534858
46,2,46,95460000000.0,35.183207038143195,-97.43645604067223,10.208296912664931,17.0,81.0815355624533,94.26167434873577
47,2,47,95470000000.0,35.18320762632029,-97.43645494078108,10.205473662638667,17.0,80.98222952186903,94.32669144477117
48,2,48,95480000000.0,35.18320821449738,-97.43645384088993,10.202650412612405,17.0,80.88292348128478,94.39170854002114
49,2,49,95490000000.0,35.183208802674464,-97.43645274099876,10.199827162586141,17.0,80.78361743941745,94.45672563527111
50,2,50,95500000000.0,35.18320939085155,-97.43645164110761,10.197003912559877,17.0,80.6843113988332,94.52174273052108
51,2,51,95510000000.0,35.18320997902864,-97.43645054121644,10.194180662533613,17.0,80.5850053569659,94.58675982577105
52,2,52,95520000000.0,35.18321056720573,-97.4364494413253,10.19135741250735,17.0,80.48569931638163,94.65177692102102
53,2,53,95530000000.0,35.183211155382814,-97.43644834143414,10.188534162481087,17.0,80.38639327579737,94.716794016271
54,2,54,95540000000.0,35.18321174355991,-97.43644724154298,10.185710912454823,17.0,80.28708723393007,94.7818111123064
55,2,55,95550000000.0,35.183212331736996,-97.43644614165183,10.18288766242856,17.0,80.1877811933458,94.84682820755637
56,2,56,95560000000.0,35.183212919914084,-97.43644504176066,10.180064412402295,17.0,80.08847515147849,94.91184530280634
57,2,57,95570000000.0,35.18321350809117,-97.43644394186951,10.177241162376031,17.0,79.98916911089422,94.97686239805631
58,2,58,95580000000.0,35.18321409626826,-97.43644284197836,10.174417912349769,17.0,79.88986307030997,95.04187949330628
59,2,59,95590000000.0,35.18321465476181,-97.43644179906647,10.172654994223942,17.0,79.79570152492848,95.10361537072413
60,2,60,95600000000.0,35.18321503618771,-97.43644109604618,10.177217147132916,17.0,79.73222782437314,95.14577818958472
61,2,61,95610000000.0,35.18321541761361,-97.4364403930259,10.181779300041892,17.040673128693964,79.66875412510088,95.1879410084453
62,2,62,95620000000.0,35.18321579903951,-97.43643969000561,10.186341452950868,17.1,79.60528042454554,95.2301038273059
63,2,63,95630000000.0,35.18321618046541,-97.43643898698532,10.190903605859845,17.1,79.5418067239902,95.27226664616649
64,2,64,95640000000.0,35.18321656189131,-97.43643828396505,10.19546575876882,17.1,79.47833302471793,95.31442946502708
65,2,65,95650000000.0,35.183216943317206,-97.43643758094476,10.200027911677797,17.047970792183932,79.41485932416259,95.35659228388766
66,2,66,95660000000.0,35.183217324743104,-97.43643687792448,10.204590064586773,17.041166223595674,79.35138562489033,95.39875510274825
67,2,67,95670000000.0,35.183217706169,-97.43643617490419,10.209152217495749,17.1,79.287911924335,95.44091792160884
68,2,68,95680000000.0,35.1832180875949,-97.4364354718839,10.213714370404725,17.1,79.22443822377967,95.48308074046943
69,2,69,95690000000.0,35.1832184690208,-97.43643476886362,10.218276523313701,17.1,79.16096452450739,95.52524355933002
70,2,70,95700000000.0,35.1832188504467,-97.43643406584333,10.222838676222677,17.1,79.09749082395206,95.56740637819061
71,2,71,95710000000.0,35.1832192318726,-97.43643336282305,10.227400829131653,17.1,79.03401712467979,95.6095691970512
72,2,72,95720000000.0,35.1832196132985,-97.43643265980276,10.23196298204063,17.1,78.97054342412446,95.65173201591179
73,2,73,95730000000.0,35.183220113110416,-97.43643176201635,10.229831483263524,17.1,78.88948484544582,95.70698122533585
74,2,74,95740000000.0,35.18322064774891,-97.43643080693398,10.225730857882338,17.1,78.80325317734244,95.76608016460114
75,2,75,95750000000.0,35.18322118238741,-97.43642985185161,10.221630232501152,17.1,78.71702150923906,95.82517910465185
76,2,76,95760000000.0,35.18322171702591,-97.43642889676924,10.217529607119966,17.1,78.6307898411357,95.88427804391713
77,2,77,95770000000.0,35.18322225166441,-97.43642794168689,10.21342898173878,17.1,78.54455817431537,95.94337698396785
78,2,78,95780000000.0,35.183222786302906,-97.43642698660452,10.209328356357593,17.1,78.45832650621199,96.00247592323313
79,2,79,95790000000.0,35.18322332094141,-97.43642603152215,10.205227730976405,17.1,78.37209483810862,96.06157486328385
80,2,80,95800000000.0,35.183223855579904,-97.43642507643978,10.20112710559522,17.1,78.28586317000524,96.12067380254913
81,2,81,95810000000.0,35.183224390218406,-97.4364241213574,10.197026480214033,17.1,78.19963150190188,96.17977274259985
82,2,82,95820000000.0,35.1832249248569,-97.43642316627505,10.192925854832847,17.1,78.11339983508157,96.23887168186513
83,2,83,95830000000.0,35.183225459495404,-97.43642221119268,10.18882522945166,17.1,78.02716816697819,96.29797062191585
84,2,84,95840000000.0,35.1832259941339,-97.43642125611031,10.184724604070475,17.1,77.9409364988748,96.35706956118113
85,2,85,95850000000.0,35.1832265287724,-97.43642030102794,10.180623978689288,17.1,77.85470483077144,96.41616850123185
86,2,86,95860000000.0,35.1832270634109,-97.43641934594558,10.176523353308102,17.083289341291685,77.76847316395111,96.47526744049713
87,2,87,95870000000.0,35.1832275980494,-97.43641839086321,10.172422727926916,17.026103594838986,77.68224149584773,96.53436638054785
88,2,88,95880000000.0,35.1832281326879,-97.43641743578084,10.16832210254573,17.0,77.59600982774437,96.59346532059857
89,2,89,95890000000.0,35.1832286673264,-97.43641648069847,10.164221477164544,17.0,77.50977815964099,96.65256425986385
90,2,90,95900000000.0,35.1832292019649,-97.4364155256161,10.160120851783358,17.0,77.42354649153762,96.71166319991457
91,2,91,95910000000.0,35.183229736603394,-97.43641457053374,10.156020226402172,17.0,77.3373148247173,96.77076213917985
92,2,92,95920000000.0,35.18323026534706,-97.43641363501087,10.154985574797951,17.0,77.25284912760317,96.82920946438344
93,2,93,95930000000.0,35.1832307883664,-97.43641271848173,10.15692821804682,17.0,77.17009832167165,96.88702402201272
94,2,94,95940000000.0,35.18323131138573,-97.43641180195262,10.158870861295691,17.0,77.08734751702316,96.94483857885658
