,turnId,pointId,time [ns],lat [deg],lon [deg],speed [mps],steer_angle [deg],x [m],y [m]
0,0,0,15980000000.0,35.181999438933914,-97.43550230422683,7.433934366499032,1.0,-5.028612792998788,-39.226342245116825
1,0,1,15990000000.0,35.18199881590223,-97.43550233212378,7.435701172777646,1.0,-5.026094057239777,-39.29521216717404
2,0,2,16000000000.0,35.181998192870545,-97.43550236002072,7.43746797905626,1.0,-5.023575321480764,-39.364082090016694
3,0,3,16010000000.0,35.181997569838856,-97.43550238791767,7.4392347853348735,1.0,-5.021056585721753,-39.432952012859346
4,0,4,16020000000.0,35.18199694680717,-97.4355024158146,7.441001591613488,1.0,-5.018537851245797,-39.501821935702
5,0,5,16030000000.0,35.18199632377548,-97.43550244371154,7.4427683978921015,1.0,-5.0160191154867855,-39.57069185854465
6,0,6,16040000000.0,35.18199570074379,-97.43550247160849,7.444535204170715,1.0,-5.013500379727772,-39.6395617813873
7,0,7,16050000000.0,35.1819950777121,-97.43550249950543,7.44630201044933,1.0,-5.010981643968761,-39.70843170422995
8,0,8,16060000000.0,35.181994454680414,-97.43550252740236,7.448068816727943,1.0,-5.008462909492806,-39.7773016270726
9,0,9,16070000000.0,35.181993831648725,-97.43550255529931,7.449835623006557,0.9444108382002188,-5.005944173733794,-39.846171549915255
10,0,10,16080000000.0,35.181993208617044,-97.43550258319625,7.451602429285171,0.9496349174875125,-5.003425437974782,-39.91504147197247
11,0,11,16090000000.0,35.181992585585355,-97.4355026110932,7.453369235563785,0.9760877278679098,-5.00090670221577,-39.983911394815124
12,0,12,16100000000.0,35.18199196255367,-97.43550263899013,7.455136041842398,0.9255004398058824,-4.998387967739815,-40.052781317657775
13,0,13,16110000000.0,35.18199133952198,-97.43550266688707,7.456902848121013,0.9,-4.9958692319808025,-40.12165124050043
14,0,14,16120000000.0,35.18199071649029,-97.43550269478402,7.4586696543996265,1.2,-4.99335049622179,-40.19052116334308
15,0,15,16130000000.0,35.18199003628373,-97.43550269569683,7.451039121348562,1.2,-4.9932680815820865,-40.26571119662904
16,0,16,16140000000.0,35.18198934292855,-97.43550269040404,7.441247464258533,1.1405722564264948,-4.993745952541158,-40.34235467777748
17,0,17,16150000000.0,35.18198864957337,-97.43550268511125,7.431455807168503,0.8181987882142516,-4.994223823500228,-40.41899815971135
18,0,18,16160000000.0,35.181987956218194,-97.43550267981846,7.421664150078475,0.8,-4.994701694459299,-40.49564164085979
19,0,19,16170000000.0,35.18198726286302,-97.43550267452568,7.411872492988445,0.8,-4.995179564135313,-40.572285122008225
20,0,20,16180000000.0,35.18198656950784,-97.43550266923289,7.402080835898416,0.8,-4.995657435094385,-40.64892860315666
21,0,21,16190000000.0,35.18198587615266,-97.4355026639401,7.3922891788083875,0.8119128214198446,-4.996135306053456,-40.72557208509053
22,0,22,16200000000.0,35.18198518279748,-97.43550265864731,7.382497521718358,0.8737121483757345,-4.996613177012527,-40.80221556623897
23,0,23,16210000000.0,35.18198448944231,-97.43550265335452,7.37270586462833,0.9,-4.997091047971598,-40.87885904738741
24,0,24,16220000000.0,35.18198379608713,-97.43550264806174,7.3629142075383,0.8782101059364381,-4.9975689176476115,-40.955502528535845
25,0,25,16230000000.0,35.18198310273195,-97.43550264276895,7.353122550448271,0.8,-4.998046788606683,-41.03214601046972
26,0,26,16240000000.0,35.18198240937677,-97.43550263747616,7.343330893358242,0.8,-4.998524659565754,-41.108789491618154
27,0,27,16250000000.0,35.181981716021596,-97.43550263218337,7.333539236268213,0.8,-4.999002530524826,-41.18543297276659
28,0,28,16260000000.0,35.18198102266642,-97.43550262689058,7.323747579178184,0.8,-4.999480401483897,-41.26207645391503
