,turnId,pointId,time [ns],lat [deg],lon [deg],speed [mps],steer_angle [deg],x [m],y [m]
0,1,0,83350000000.0,35.18297833582332,-97.4375498976325,3.870568127542522,-303.84508303101245,179.84276628078163,68.98091990994516
1,1,1,83360000000.0,35.18297842971866,-97.43754947757441,3.8774373126445205,-301.3220119880058,179.80484043209887,68.99129910057752
2,1,2,83370000000.0,35.182978523614,-97.43754905751632,3.8843064977465196,-301.0,179.76691458341608,69.00167829120988
3,1,3,83380000000.0,35.182978617509335,-97.43754863745825,3.8911756828485182,-300.2396758433788,179.72898873601642,69.01205748184225
4,1,4,83390000000.0,35.182978711404665,-97.43754821740016,3.898044867950517,-299.26452149763,179.69106288733363,69.02243667168918
5,1,5,83400000000.0,35.1829788053,-97.43754779734208,3.9049140530525155,-298.1941319210083,179.65313703865087,69.03281586232154
6,1,6,83410000000.0,35.18297889919534,-97.437547377284,3.911783238154514,-297.36652249884384,179.61521119125118,69.0431950529539
7,1,7,83420000000.0,35.18297899309068,-97.43754695722592,3.9186524232565128,-296.47026725472006,179.57728534256842,69.05357424358627
8,1,8,83430000000.0,35.18297908698601,-97.43754653716783,3.9255216083585114,-295.4673916288275,179.53935949388566,69.0639534334332
9,1,9,83440000000.0,35.18297918088135,-97.43754611710975,3.93239079346051,-293.4656226522689,179.5014336452029,69.07433262406556
10,1,10,83450000000.0,35.182979274776685,-97.43754569705168,3.9392599785625086,-293.0,179.4635077978032,69.08471181469793
11,1,11,83460000000.0,35.18297936867202,-97.43754527699359,3.9461291636645073,-293.0,179.4255819491204,69.09509100533029
12,1,12,83470000000.0,35.18297946256736,-97.4375448569355,3.952998348766506,-292.68415927537507,179.38765610043768,69.10547019596265
13,1,13,83480000000.0,35.18297955646269,-97.43754443687742,3.9598675338685045,-291.9954460026218,179.34973025175492,69.11584938580958
14,1,14,83490000000.0,35.18297965035803,-97.43754401681934,3.966736718970503,-291.1776498285561,179.3118044043552,69.12622857644195
15,1,15,83500000000.0,35.182979744253366,-97.43754359676126,3.9736059040725022,-290.50131747656434,179.27387855567247,69.13660776707431
16,1,16,83510000000.0,35.182979838148704,-97.43754317670317,3.980475089174501,-289.8820579932771,179.2359527069897,69.14698695770667
17,1,17,83520000000.0,35.182979922085195,-97.4375427505002,3.9864270435671125,-289.2932213224826,179.19747205393028,69.15626529748096
18,1,18,83530000000.0,35.182979986799175,-97.43754231243635,3.9906085621331693,-288.56295751917315,179.15792051607943,69.16341878082491
19,1,19,83540000000.0,35.182980051513155,-97.4375418743725,3.994790080699226,-287.8945013759682,179.11836897822855,69.17057226416887
20,1,20,83550000000.0,35.18298011622713,-97.43754143630865,3.9989715992652832,-287.2056765932323,179.07881744037766,69.17772574672739
21,1,21,83560000000.0,35.18298018094111,-97.4375409982448,4.00315311783134,-286.53393036526546,179.0392659025268,69.18487923007135
22,1,22,83570000000.0,35.18298024565509,-97.43754056018095,4.007334636397397,-285.9117104925189,178.99971436467592,69.1920327134153
